_id,definicion,etimologia,palabra
615e77cb94ee91f2ad61386a,en forma de tejido o tela.,(ἱστός -οῦ: tejido; εἶδος -εος: figura; -<em>eo</em>: origen),histoideo
615e77cb94ee91f2ad613873,flujo uterino.,(ὑστέρα -ας: útero; ῥέω: fluir; <em>-a</em>: forma sustantivos),historrea
615e77cb94ee91f2ad613884,infusorio con cilios iguales por todo el cuerpo.,"(ὅλος -η -ον: todo, entero; θρίξ, τριχός: pelo)",holótrico
615e77cb94ee91f2ad613890,que devora al hombre.,(<em>homo -inis</em>: hombre; <em>voro -are: </em>comer),hominívoro
615e77cb94ee91f2ad6138a4,"producto de la secreción de ciertos órganos del cuerpo de animales y plantas, que, transladado por la sangre o por los jugos del vegetal, regula, excita o inhibe la actividad de otros órganos.","(ὁρμῶν: que impulsa <em>o</em> desea, participio presente de ὁρμάω: agitar, excitar; <em>-a: </em>forma sustantivos femeninos)",hormona
615e77cb94ee91f2ad6138a9,establecimiento en que se dan cuidados médicos o quirúrgicos a enfermos y heridos.,(latín medieval <em>hospitale: </em>casa de albergue < neutro de <em>hospitalis -e:</em> de un huésped <<em> hospes -itis: </em>huésped),hospital
615e77cb94ee91f2ad6138ba,que expele humo.,(<em>fumus -i</em>: humo; <em>facio -is -ere</em>: hacer),humificar
615e77cb94ee91f2ad6138bc,"postrar, bajar, inclinar una parte del cuerpo en señal de sumisión y acatamiento.",(<em>humilio -are</em>: rebajarse <em>< </em><em>humilis -e</em>: que se queda a ras de tierra < <em>humus -i</em>: suelo),humillar
615e77cb94ee91f2ad6138be,mantillo; capa superior del suelo formada en gran parte por la descomposición de materia orgánica.,(<em>humus -i</em>: tierra),humus
615e77cb94ee91f2ad6138c2,"imagen religiosa, venerada entre los orientales, pintada en tablilla de madera o plancha metálica; signo en que hay una relación de semejanza con lo representado.",(εἰκών -όνος: imagen),icono
615e77cb94ee91f2ad6138ef,nacido del fuego o que lo produce.,"(<em>ignis -is</em>: fuego; <em>geno; gigno -is -ere</em>: engendrar < γίγνομαι: nacer, ser)",ignígeno
615e77cb94ee91f2ad6138f6,opuesto a la ley.,"(<em>in</em>: negación; <em>legalis -e</em> < <em>lex, legis</em>: ley; <em>-al</em><em>is</em><em> -</em><em>e</em>: referente a)",ilegal
615e77cb94ee91f2ad61391c,que no es popular.,(<em>in</em>: negación; <em>populus -i</em>: pueblo; -<em>aris -e</em>: propio de),impopular
615e77cb94ee91f2ad613921,que no se puede enajenar o vender.,(<em>in: </em>negación; <em>alienus -a -um</em>: ajeno < <em>alius -a -ud:</em> otro; <em>-ble</em>: capacidad),inalienable
615e77cb94ee91f2ad613926,no articulado.,"(<em>in: </em>negación; <em>articulatus -a -um</em>, participio pasivo de <em>articulo -are -avi -atum: </em>articular < <em>articulus -i</em> < <em>artus -us</em>: articulación; <em>-culus -i</em><em>: </em>forma diminutivos; -<em>do</em>: sujeto pasivo)",inarticulado
615e77cb94ee91f2ad613941,no sentar bien un manjar o comida.,"(<em>in</em>: negación; <em>dis</em>: separación; participio pasivo de <em>gero -is -ere, gessi, gestum</em>: transportar, distribuir; -<em>ar</em>: sufijo verbal; <em>se</em>: pronombre reflexivo)",indigestarse
615e77cb94ee91f2ad613959,que enciende; que se inflama fácilmente.,(<em>in: </em>intensificación; <em>flamma -ae</em>: llama; -<em>ble: </em>capacidad),inflamable
615e77cb94ee91f2ad613969,"empezar, comenzar.","(<em>in</em>: lugar en; participio pasivo de <em>eo, is, ire, ivi </em>o<em> ii, itum</em>: ir; -<em>ar</em>: sifijo verbal)",iniciar
615e77cb94ee91f2ad61396f,"parte de la planta con una o más yemas que está unida o va a ser unida a una planta que está creciendo, insertándola en ella.",(<em>in</em>: lugar en; participio pasivo de <em>sero -is -ere -rui -rtum</em>: trenzar),injerto
615e77cb94ee91f2ad613971,"no justo, que infringe principios de justicia o de iniquidad; ilegal, inmerecido.","(<em>iniustus -a -um</em>: injusto<em> < in: </em>negación; <em>ius, iuris</em>: derecho; <em>-to</em>: sujeto pasivo)",injusto
615e77cb94ee91f2ad613987,"examinar, indagar.",(<em>in</em>: intensificación; <em>quaero -is -ere</em>: buscar),inquirir
615e77cb94ee91f2ad6139b3,que está o se pone en el interior de los músculos.,"(<em>intra</em>: dentro; <em>musculus -i</em> < <em>mus, muris: </em>ratón; <em>-culus -i</em>: forma diminutivos; -<em>ar</em>: relación)",intramuscular
615e77cb94ee91f2ad6139ca,que no se puede rechazar o rehusar.,"(<em>in</em>: negación; <em>recuso -are: </em>rechazar < <em>re: </em>repetición; <em>causa -ae</em>: causa, razón; -<em>ble: </em>capacidad)",irrecusable
615e77cb94ee91f2ad6139d2,igualdad de pupilas.,"(ἴσος -η -ον: igual; κόρη -ης: muchacha, pupila; -ια: forma sustantivos)",isocoria
615e77cb94ee91f2ad6139de,desarrollo a partir de un origen común y siguiendo procesos similares.,"(ἴσος -η -ον: igual; γένος -εος: origen, nacimiento; -σις: acción)",isogénesis
615e77cb94ee91f2ad6139ec,"suborden de insectos con alas pequeñas, membranosas, estrechas, de tamaño similar y pocas venas; con organización social compleja; entre ellos, las termitas.",(ἴσος -η -ον: igual; πτερόν -οῦ: ala),isóptero
615e77cb94ee91f2ad6139f2,que mantiene una tensión muscular constante.,"(ἴσος -η -ον: igual; τόνος -ου: acento, tensión; -ικός -ή -όν: relativo a)",isotónico
615e77cb94ee91f2ad613a04,"relativo a los juicios, a los tribunales o a la administración de justicia.","(<em>iudicialis -e </em>< <em>iudicium -i: </em>juicio < <em>iudex -icis: </em>juez < <em>ius, iuris:</em> derecho; <em>dico -</em><em>are</em><em>:</em> anunciar)",judicial
615e77cb94ee91f2ad613a15,conforme a derecho; exacto.,"(<em>iustus -a -um: </em>justo < <em>ius, iuris: </em>derecho)",justo
615e77cb94ee91f2ad613a18,mil gramos. Abreviatura de kilogramo.,(χίλιοι -αι -α: mil),kilo
615e77cb94ee91f2ad613a21,"que se puede trabajar, que se trabaja.",(<em>laboro -are: </em>trabajar < <em>labor -oris: </em>trabajo; <em>-ble</em>: capacidad),laborable
615e77cb94ee91f2ad61385e,tumor del útero.,(ὑστέρα -ας: útero; ­μα: tumor),histeroma
615e77cb94ee91f2ad613882,meteorito totalmente constituido por hierro.,"(ὅλος -η -ον: todo, entero; σίδηρος -ου: hierro)",holosidera
615e77cb94ee91f2ad613892,célula creada con la unión de dos gametos de la misma constitución.,"(ὁμός -ή -όν: igual; ζυγός -οῦ: yugo, pareja; -τος -η -ον: forma adjetivos)",homocigoto
615e77cb94ee91f2ad613894,temor o ansiedad malsana que tiende a la violencia contra las personas homosexuales.,(ὁμός -ή -όν: igual; φόβος -ου: miedo; -ια: forma sustantivos),homofobia
615e77cb94ee91f2ad61389b,"insectos cuyas alas anteriores son de textura uniforme y casi siempre membranosa, aunque puedan estar atrofiadas o no existir.",(ὁμός -ή -όν: igual; πτερόν -οῦ: ala),homópteros
615e77cb94ee91f2ad61389c,persona que siente atracción sexual por individuos del mismo género.,(ὁμός -ή -όν: igual semejante; <em>sexus -us</em>: sexo; <em>-ualis -e</em>: referente a),homosexual
615e77cb94ee91f2ad6138ac,hacer daño a enemigos.,(<em>hostilis -e</em> < <em>hostis -is</em>: enemigo; <em>-</em><em>i</em><em>lis -e: </em>semejanza; <em>-izar </em>< -ίζειν<em>: </em>acción frecuente),hostilizar
615e77cb94ee91f2ad6138d7,enfermedad escamosa de la piel.,"(ἰχθύς -ύος: pez, pescado; -σις: afección)",ictiosis
615e77cb94ee91f2ad6138de,sujeto que sólo practica el coito con una sola mujer o una clase particular de mujeres.,(ἴδιος -α -ον: propio; γάμος -ου: matrimonio),idiógamo
615e77cb94ee91f2ad6138e3,"enfermedad de origen primitivo, desconocido o no clasificable, ni derivada de otra anterior.",(ἴδιος -α -ον: propio; πάθος -ους: enfermedad; -ια: forma sustantivos),idiopatía
615e77cb94ee91f2ad6138e7,"totalidad de los factores hereditarios, constituida por los genes del núcleo celular y los llamados genes extranucleares, que configuran unas formas características.",(ἴδιος -α -ον: propio; τύπος-ου: modelo),idiotipo
615e77cb94ee91f2ad6138ea,adoración a los ídolos; amor excesivo a alguien o a algo.,"(εἴδωλον -ου: ídolo, imagen; λάτρις -ιος: adorador, servidor)",idólatra
615e77cb94ee91f2ad613912,"comunicar, repartir.","(<em>in: </em>lugar en; <em>partio -ire: </em>partir < <em>pars, partis</em>: parte)",impartir
615e77cb94ee91f2ad613920,"hacer algo de pronto, sin preparación.","(<em>in</em>: negación; <em>pro</em>: adelante; participio pasivo de <em>video -es -ere, vidi, visum</em>: ver; <em>-ar</em>: sufijo verbal)",improvisar
615e77cb94ee91f2ad613922,notable debilidad por falta de alimento o por otras causas.,(<em>inanitio –tionis</em> < participio pasivo de <em>inanio -ire -ivi -itum</em>: vaciar; <em>-io -ionis</em>: resultado),inanición
615e77cb94ee91f2ad61392a,mover a que se haga tal o cual cosa.,(<em>in</em>: lugar a; <em>cito -are</em>: mover),incitar
615e77cb94ee91f2ad613947,el que trata amablemente.,(participio presente de <em>indulgeo -es -ere</em>: halagar),indulgente
615e77cb94ee91f2ad613960,en forma de embudo.,(<em>in: </em>intensificación; <em>fundibulum -i</em>: embudo < <em>fundo -is -ere</em>: verter; <em>forma -ae</em>: forma; <em>-e</em>: modo),infundibuliforme
615e77cb94ee91f2ad613968,"enterrar, meter al suelo.",(<em>in</em>: lugar en; <em>humus -i</em>: suelo; <em>-ar</em>: sufijo verbal),inhumar
615e77cb94ee91f2ad61397a,no mortal; destinado a perdurar indefinidamente en la memoria de los hombres.,"(<em>in</em>: negación; <em>mortalis -e</em> < <em>mors, mortis</em>: muerte; <em>-alis -e</em>: referente a)",inmortal
615e77cb94ee91f2ad613990,"señalado, famoso, excelente.","(<em>in: </em>intensificación; <em>signum -i</em>: signo, señal; <em>-e</em>: modo)",insigne
615e77cb94ee91f2ad61399b,"intacto, entero, , .","(<em>integer, integra, integrum</em>: no tocado ˂ <em>in</em>: negación; <em>tango -is -ere</em>: palpar)",integro
615e77cb94ee91f2ad61399f,inmoderado excesivo.,"(<em>intemperans-antis < </em><em>in: </em>negación; participio presente de <em>tempero -are: </em>moderar, preparar < <em>tempus -oris</em>: tiempo)",intemperante
615e77cb94ee91f2ad6139b8,"crear, originar, ser el primero en concebir.","(<em>in</em>: lugar en; participio pasivo de <em>venio -ire, veni, ventum</em>: venir; <em>-ar</em>: sufijo verbal)",inventar
615e77cb94ee91f2ad6139bf,cargar de iones.,"(singular neutro de ἰών, ἰοῦσα, ἰόν: <em>lo que va</em>, participio presente de εἶμι: ir, venir; -<em>izar <</em><em> </em>-ίζειν: acción frecuente)",ionizar
615e77cb94ee91f2ad6139c1,dosímetro basado en la ionización de un gas.,"(singular neutro de ἰών, ἰοῦσα, ἰόν: <em>lo que va</em>, participio presente de de εἶμι: ir, venir; μέτρον -ου: medida)",ionómetro
615e77cb94ee91f2ad6139cb,lo que no sigue una norma fija.,(<em>in</em>: negación; <em>regularis -e</em> < <em>regula -ae</em>: regla; <em>-aris –e</em>: propio de),irregular
615e77cb94ee91f2ad6139cf,formado de células iguales.,(ἴσος -η -ον: igual; <em>cella -ae</em>: granero; -<em>ula -ae</em>: forma diminutivos; <em>-ar</em>: relación),isocelular
615e77cb94ee91f2ad6139d7,que tiene dedos iguales.,(ἴσος -η -ον: igual; δάκτυλος -ου: dedo),isodáctilo
615e77cb94ee91f2ad6139e1,"de los cigotos o huevos que poseen poco vitelo, pero repartido uniformemente por todo el citoplasma, como sucede en algunos equinodermos.",(ἴσος -η -ον: igual; λέκιθος -ου: yema de huevo),isolecito
615e77cb94ee91f2ad6139e9,línea que representa en un mapa la distribución de plancton o una especie concreta del plancton.,"(ἴσος -η -ον: igual; πλαγκτός -ή -όν: errante, inestable, adjetivo verbal de πλάζω: vagar, desviar)",isoplancta
615e77cb94ee91f2ad6139fe,jefe sagrado o superior eclesiástico.,"(ἱερός -ά -όν: sagrado; ἀρχή -ῆς: gobierno, principio)",jerarca
615e77cb94ee91f2ad613a0e,que atañe al derecho o se ajusta a él o con las leyes que rigen las relaciones de los ciudadanos.,"(<em>ius, iuris</em>: derecho; <em>dico -are:</em> anunciar)",jurídico
615e77cb94ee91f2ad613a1c,mil metros.,(χίλιοι -αι -α: mil; μέτρον -ου: medida),kilómetro
615e77cb94ee91f2ad613a2d,masa rectangular de barro que después de cocida se destina a construir muros.,(<em>later -eris</em>: ladrillo; <em>-illo</em>: forma diminutivos),ladrillo
615e77cb94ee91f2ad613a30,"se usa en los moluscos bivalvos con simetria bilateral, región cefálica rudimentaria, tráquias foliáceas o laminares, pie ventral en forma de hacha y concha bivalva, como: almejas, berberechos, mejillones y ostras. Sinónimos pelecípodos, bivalvo.","(<em>lamina -ae</em>: placa, plancha;<em> -ella -ae</em>: forma diminutivos; βράγχιον -ου: branquias, bronquios; -<em>os</em>: colectivo)",lamelibranquios
615e77cb94ee91f2ad613a3d,"apedrear, matar a pedradas.",(<em>lapis -idis</em>: piedra; <em>-ar</em>: sufijo verbal),lapidar
615e77cb94ee91f2ad613a3e,"perteneciente a las piedras preciosas, o las inscripciones que se graban en las lápidas; digno de esculpirse.",(<em>lapis -idis</em>: piedra; <em>-arius -a -um</em>: propio de),lapidario
615e77cb94ee91f2ad613869,descripción de los tejidos.,(ἱστός -οῦ: tejido; γράφω: escribir; -ια: forma sustantivos),histografía
615e77cb94ee91f2ad61386e,tumor del tejido que lo originó.,"(ἱστός -οῦ: mástil, telar, tejido; ­μα: tumor)",histoma
615e77cb94ee91f2ad61386f,"proteínas básicas, de baja masa molecular, y están muy conservadas, en términos evolutivos, entre los eucariontes.","(ἱστός -οῦ: mástil, telar, tejido; -ωνη: compuesto)",histona
615e77cb94ee91f2ad613870,conjunto de las leyes que dirigen el desarrollo de los tejidos orgánicos.,(ἱστός -οῦ: tejido; νόμος -ου: norma; -ια: forma sustantivos),histonomía
615e77cb94ee91f2ad613879,"deformación que, a pesar de su anormalidad, tienen la cabeza completa.","(ὅλος -η -ον: todo, entero; κεφαλή ­ῆς: cabeza)",holocéfalo
615e77cb94ee91f2ad61387c,cristal que tiene todas las caras referidas por la ley de simetría.,"(ὅλος -η -ον: todo, entero; ἕδρα -ας: cara, asiento)",holoedro
615e77cb94ee91f2ad61387d,se conoce así al conjunto de la apoenzima y coenzima; enzima completa.,"(ὅλος -η -ον: todo; ἐν: lugar en; ζύμη -ης: levadura, fermento)",holoenzima
615e77cb94ee91f2ad613893,tendencia de las personas de relacionarse con como ellas; indica afinidad o parentesco entre dos especies animales.,(ὁμός -ή -όν: igual; φίλος -ου: amigo; -ια: forma sustantivos),homofilia
615e77cb94ee91f2ad6138a3,"filamentos móviles de células formadas por algunas cianobacterias, se forman en la reproducción asexual, algunos contienen heterocistos y acinetos.","(ὁρμῶν: que impulsa <em>o</em> desea, participio presente de ὁρμάω: agitar, excitar; γονή -ῆς: acción de engendrar ˂ γένος -εος: origen, nacimiento; -<em>io</em>: efecto)",hormogonio
615e77cb94ee91f2ad6138a8,"alojar o aposentar, dar en donde dormir.",(<em>hospitor -aris -ari: </em>alojar < <em>hospes -itis: </em>huésped),hospedar
615e77cb94ee91f2ad6138b2,célula a partir de la cual se desarrolla el embrión de un ser vivo. Huevo amniótico (ἀμνίον -ου: membrana envolvente del feto; -τος -η -ον: forma adjetivos; -ικός -ή -όν: relativo a) huevo de los reptiles y aves. contiene un amnios que rodea al embrión en un ambiente acuoso; esto permite que el huevo se pueda depositar en el suelo.,(<em>ovum -i</em>: huevo),huevo
615e77cb94ee91f2ad6138c9,polígono de veinte lados y ángulos.,(εἴκοσι: veinte; γῶνος -ου: ángulo),icoságono
615e77cb94ee91f2ad6138cd,causada por acumulación de en la y una perceptible amarillez en la y las conjuntivas.,"(ἴκτερος­ου: amarillo, ictericia; -ικός -ή -όν: relativo a; -ια: forma sustantivos)",ictericia
615e77cb94ee91f2ad6138d6,"dinosaurio marino parecido a un delfín, de hasta 10 m de longitud, con el cráneo delgado y el hocico muy largo; vivió durante la era secundaria.","(ἰχθύς -ύος: pez, pescado; σαῦρος -ου: lagarto)",ictiosauro
615e77cb94ee91f2ad6138f7,"enfermedad aguda, producida por el retorcimiento de las asas intestinales, hernia estrangulada, apendicitis con oclusión intestinal, tumuración, fecaloma, parálisis, etc.",(εἰλέω: retorcerse),íleo
615e77cb94ee91f2ad6138fb,"no herido, no ofendido.",(<em>in</em>: negación; participio pasivo de <em>laeso -is -ere -si -sum:</em> herir),ileso
615e77cb94ee91f2ad613903,"célebre, famoso, renombrado.","(<em>illustris -tre</em>: luminoso, claro < <em>in: </em>lugar en; <em>lustro -are</em>: purificar <<em> lustrum -i: </em>sacrificio expiatorio)",ilustre
615e77cb94ee91f2ad613911,que no tiene igual número de sílabas.,"(<em>in</em>: negación; <em>par, paris</em>: igual; <em>syllaba -ae </em>˂ συλλαβή -ῆς: sílaba; -ικός -ή -όν: relativo a)",imparisilábico
615e77cb94ee91f2ad613918,proceso mediante el cual el embrión se inserta en el recubrimiento interior del útero.,"(<em>in</em>: lugar en; <em>planta -ae</em>: tallo, planta; <em>-cion</em>: llevar a cabo)",implantación
615e77cb94ee91f2ad61391f,malvado.,(<em>in</em>: negación; <em>probus -a -um:</em> bueno),improbo
615e77cb94ee91f2ad61392e,que se hace sin consideración ni consejo.,(<em>in</em>: negación; participio pasivo de<em> consulo -is -ere -ui -ltum</em>: deliberar),inconsulto
615e77cb94ee91f2ad613932,"aumento de letras que tienen los aumentativos, diminutivos, despectivos y superlativos sobre los positivos de que proceden, y cualquiera otra voz derivada sobre la primitiva.","(<em>in</em>: lugar en; <em>creo -are</em>: procrear, producir; <em>-mentum -i: </em>medio)",incremento
615e77cb94ee91f2ad613951,no explorado.,(<em>in</em>: negación; <em>ex: </em>separación; participio pasivo de<em> ploro -are -avi -atum</em>: llorar),inexplorado
615e77cb94ee91f2ad613972,"no manchado, puro, limpio.",(<em>in</em>: negación; participio pasivo de <em>maculo -are -avi -atum: </em>marcar < <em>macula -ae</em>: mancha),inmaculado
615e77cb94ee91f2ad613976,que no puede ser medido.,"(<em>in</em>: negación; <em>mensus -a -um: </em>medido, participio pasivo de<em>, metior -iri, mensus sum: </em>medir)",inmenso
615e77cb94ee91f2ad61397c,"sucio, asqueroso.",(<em>in</em>: negación; <em>mundus -a -um</em>: limpio),inmundo
615e77cb94ee91f2ad61398e,que carece de sensibilidad; imperceptible.,"(<em>in</em>: negación; <em>sensibilis -e</em>: sensible < <em>sensus -us</em>: sentido, participio pasivo de <em>sentio -ire, sensi, sensum: </em>sentir; -<em>bilis -e</em>: capacidad)",insensible
615e77cb94ee91f2ad613994,"vigilia, desvelo, dificultad para dormir.",(<em>in</em>: negación; <em>somnus -i</em>: sueño; <em>-io</em>: efecto),insomnio
615e77cb94ee91f2ad613996,construir en; levantar un edificio en un lugar.,(<em>in</em>: lugar en; <em>struo -is -ere</em>: edificar),instruir
615e77cb94ee91f2ad613999,"isleño, habitante de una isla.",(<em>insula -ae:</em> isla; <em>-aris -e</em>: propio de),insular
615e77cb94ee91f2ad6139a9,espacio entre los dedos.,(<em>inter:</em> entre; <em>digitalis -e</em> < <em>digitus -i</em>: dedo),interdigital
615e77cb94ee91f2ad6139ae,que está situado en medio; espacio comprendido entre un tiempo o hecho y otro.,(<em>inter</em>: entre; <em>medius -a -um</em>: medio),intermedio
615e77cb94ee91f2ad6139b6,penetrar a un lugar.,"(<em>in</em>: lugar en; <em>vado -is -ere: </em>entrar, ir)",invadir
615e77cb94ee91f2ad6139ba,"no visible, incapaz de ser visto.",(<em>in</em>: negación; <em>visibilis -e</em>: visible < <em>video -es -ere</em>: ver),invisible
615e77cb94ee91f2ad6139c6,"órgano muscular, contráctil y pigmentado, situado delante del cristalino y detrás de la córnea.","(ἶρις, ἴριδος: arco iris, halo, iris)",iris
615e77cb94ee91f2ad6139d6,de igual duración.,(ἴσος -η -ον: igual; χρόνος -ου: tiempo),isócrono
615e77cb94ee91f2ad6139d8,que entra en el mismo punto; referente a la fibra nerviosa del arco reflejo. Ver eisódico.,(ἴσος -η -ον: igual; εἰς: hacia adentro; ὀδός -οῦ: camino; -ικός -ή -όν: relativo a),isódico
615e77cb94ee91f2ad6139db,de la misma extensión o fuerza de voz.,(ἴσος -η -ον: igual; φωνή -ῆς: sonido),isófono
615e77cb94ee91f2ad6139dd,forma de reproducción sexual de los vegetales en la cual los dos gametos que se unen para formar el cigoto son idénticos en estructura y tamaño.,(ἴσος -η -ον: igual; γάμος -ου: matrimonio; -ια: forma sustantivos),isogamia
615e77cb94ee91f2ad613a02,"<em>amarga santa</em>; preparación farmacéutica de acíbar, miel clarificada y otros ingredientes.","(ἱερός -ά -όν: sagrado; πικρός -ά -όν: amargo, picante)",jirapliega
615e77cb94ee91f2ad613a29,periodo de alimentación de los mamíferos a base de leche.,"(participio presente de <em>lacto -are</em>: amamantar < <em>lac, lactis</em>: leche; <em>-ia</em>:<em> </em>sustantivo femenino)",lactancia
615e77cb94ee91f2ad613a36,cirugía plástica de la pared del abdomen.,"(λαπάρη -ης: ijada, cavidad entre las costillas falsas y la cadera; πλαστός -ή -όν: fabricado, adjetivo verbal de πλάσσ[ττ]ω: restaurar; -ια: forma sustantivos)",laparoplastia
615e77cb94ee91f2ad613a3c,piedra llana que suele llevar una inscripción; lápida de un sepulcro.,(<em>lapis -idis</em>: piedra; -<em>a</em>: forma sustantivos),lápida
615e77cb94ee91f2ad613867,desintegración o descomposición de los tejidos.,(ἱστός -οῦ: tejido; διά: a través; λύω: desatar; -σις: acción),histodiálisis
615e77cb94ee91f2ad613872,"estudio biográfico y critico de los escritos sobre la historia, sus fuentes, y autores.","(ἱστορία -ας: investigación, información, relato; γράφω: escribir, describir, pintar; -ια: forma sustantivos)",historiografía
615e77cb94ee91f2ad6138af,"cada una de las piezas duras que forman el esqueleto de los vertebrados. Huesos del cráneo (κράνιον -ου: cráneo) funcionan como protectores del encéfalo, vértebras o caquis y medula espinal.","(<em>os, ossis</em>: hueso)",hueso
615e77cb94ee91f2ad6138b5,abundancia de humo.,(<em>fumus -i</em>: humo; <em>-eda</em>: colectivo),humareda
615e77cb94ee91f2ad6138e2,lengua propia de una nación.,"(ἴδιος -α -ον: propio, de sí mismo; -μα: resultado)",idioma
615e77cb94ee91f2ad6138e5,centrosoma del espermatocito junto con el aparato de Golgi y mitocondrias.,(ἴδιος -α -ον: propio; σῶμα -ατος: cuerpo),idiosoma
615e77cb94ee91f2ad6138e8,giro o construcción peculiar de un idioma.,"(ἰδιότης -ητος: carácter o nombre propio < ἴδιος -α -ον: propio, de sí mismo; -ισμός: sistema)",idiotismo
615e77cb94ee91f2ad6138f2,falta de conocimientos.,(<em>ignorantia –ae</em> < participio presente de <em>ignoro -are</em>: ignorar < <em>ignarus -a -um</em>: ignorante < <em>in</em>: negación; <em>gnarus -a -um: </em>conocedor; <em>-ia -iae: </em>sustantivo femenino),ignorancia
615e77cb94ee91f2ad6138fe,"miembro de ciertas sectas heréticas, la secta racionalista, contraria al catolicismo; alumbrado, hereje; persona que se cree inspirada por un poder sobrenatural para cometer una acción o predecir un acontecimiento.",(participio pasivo de <em>illumino -are -avi -atum</em>: iluminar < <em>in</em>: lugar en; participio pasivo de <em>lumino -are -avi -atum</em>: alumbrar < <em>lumen -inis</em>: lumbre),iluminado
615e77cb94ee91f2ad61390a,"magnetita; sustancia que atrae al hierro, por condición natural o adquirida.","(galicismo <em>aïmant </em>< <em>adamas -antis</em>: diamante, metal duro < ἀδάμας -αντος: acero)",imán
615e77cb94ee91f2ad61392c,"desconocido, ignorado, desapercibido.","(<em>in: </em>negación; <em>cum</em>: compañía; participio pasivo de <em>gnosco -is -ere, novi, notum</em>: conocer)",incógnito
615e77cb94ee91f2ad613934,"apretar una cosa contra otra, repetir con empeño una cosa.",(<em>in</em>: lugar en; <em>calco -are</em>: pisar),inculcar
615e77cb94ee91f2ad613935,"inocente, sin culpa.",(<em>in</em>: negación; participio pasivo de<em> culpo -are -avi -atum</em>: culpar < <em>culpa -ae</em>: culpa),inculpado
615e77cb94ee91f2ad613958,que no tiene ni puede tener fin o término; que está más allá de toda medida o cantidad; que es ilimitado.,"(<em>in:</em> negación; <em>finitus -a -um: </em>finito, participio pasivo de <em>finio -ire -ivi -itum</em>: limitar < <em>finis -is</em>: término)",infinito
615e77cb94ee91f2ad613970,agravio; contra el derecho.<em> dico -are:</em> anunciar,"(<em>in</em><em>iu</em><em>ria</em><em> -a</em><em>e</em>: injusticia<em> < </em><em>iniurius -a -um</em>: injusto<em> < </em><em>in: </em>negación; <em>ius, iuris</em>: derecho; -<em>ia -iae</em>: sustantivo femenino)",injuria
615e77cb94ee91f2ad613988,"malsano, dañoso a la piel.",(<em>in</em>: negación; <em>salubris -e: </em>saludable < <em>salus -utis</em>: salud < <em>salvus -a -um</em>: entero),insaluble
615e77cb94ee91f2ad613995,fracción de tiempo; el presente.,(<em>in</em>: lugar en; participio presente de <em>sto -are</em>: estar de pie),instante
615e77cb94ee91f2ad613997,"lo que sirve para equipar o guarnecer equipo, bagaje, etc.","(<em>in: </em>en; <em>struo -is -ere: </em>edificar, apilar; <em>-mentum -i</em>: medio)",instrumento
615e77cb94ee91f2ad6139ac,Sinónimo de interleucina.,(<em>inter</em>: entre; λευκός -ή -όν: blanco; -<em>ina</em>: sustancia química),interleuquina
615e77cb94ee91f2ad6139c4,extirpación quirúrgica del iris y cuerpo ciliar.,"(ἶρις, ἴριδος: arco iris, halo, iris; κύκλος -ου: círculo; ἐκ: separación; τομή -ῆς: corte; -ια: forma sustantivos)",iridociclectomía
615e77cb94ee91f2ad6139cd,"preámbulo de una obra literaria; introducción, preámbulo, exordio, principio.","(ἴσος -η -ον: igual; ἀγωγός -όν: conductor < ἄγω: conducir, llevar; <em>-e</em>: modo)",isagoge
615e77cb94ee91f2ad6139fa,lordosis sin curvartura lateral.,(ἰθύς: rectamente; λορδός-ή -όν: curvado; -σις: afección),itilordosis
615e77cb94ee91f2ad613a0d,"♃ planeta más grande del sistema solar; formado por y , carente de una superficie definida, en su atmósfera hay una .","(<em>Iuppiter, Iovis</em>: Júpiter, dios supremo del panteón romano; <em>-pter</em>: padre < Ζεῦ πάτερ: ¡<em>oh, padre Júpiter!</em>)",Júpiter
615e77cb94ee91f2ad613a28,incisión del conducto o saco lagrimal.,"(δάκρυμα -ατος: llanto, lágrima; τομή -ῆς: corte; -ια: forma sustantivos)",lacrimotomía
615e77cb94ee91f2ad613a37,sutura de la pared abdominal.,"(λαπάρη -ης: ijada, cavidad entre las costillas falsas y la cadera; ῥαφή -ῆς: costura; -ια: forma sustantivos)",laparorrafia
615e77cb94ee91f2ad613a3b,instrumento en que se pone un lápiz para servirse de él; lápiz en que un tornillo u otro dispositivo proyecta la barrita de grafito.,(<em>lapis -idis</em>: piedra; <em>-ero</em>: relación),lapicero
615e77cb94ee91f2ad613854,cultivo y multiplicación de las sanguijuelas con objeto de conservarlas para fines terapeúticos,"(<em>hirudo -inis</em>: sanguijuela; participio futuro de <em>colo -is -ere, colui, cultum: </em>cultivar, criar)",hirudinicultura
615e77cb94ee91f2ad61388d,se dice del género o familia a la que pertenece el hombre en ciertas clasificaciones zoológicas.,(<em>homo -inis</em>: hombre; <em>-an</em><em>o</em>: forma adjetivos),hominiano
615e77cb94ee91f2ad613896,de igual género o naturaleza.,"(ὁμός -ή -όν: semejante, común, igual; γένος -εος: género)",homogéneo
615e77cb94ee91f2ad6138b4,compasivo.,"(<em>humanus -a -um: </em>humano <em>< homo -inis</em>: hombre < <em>humus -i: </em>tierra <em>< </em>χθών, χθονός: tierra; <em>-anus -a -um</em>: forma adjetivos)",humano
